,CellIndex,FOVId,CellId,Draft mitotic state resolved,Draft mitotic state coarse,Draft M6/M7 complete,Expert mitotic state resolved,Expert mitotic state coarse
23000,15,8833,680306,M0,Non-mitotic,True,,
23001,28,12642,680354,M0,Non-mitotic,True,,
23002,29,12642,680355,M0,Non-mitotic,True,,
23003,32,12642,680358,M0,Non-mitotic,True,,
23004,14,8834,680406,M0,Non-mitotic,True,,
23005,14,12643,680438,M0,Non-mitotic,True,,
23006,15,12643,680439,M0,Non-mitotic,True,,
23007,27,12643,680451,M0,Non-mitotic,True,,
23008,35,12643,680459,M0,Non-mitotic,True,,
23009,39,12643,680463,M0,Non-mitotic,True,,
23010,43,12643,680467,M0,Non-mitotic,True,,
23011,44,12643,680468,M0,Non-mitotic,True,,
23012,20,8835,680524,M0,Non-mitotic,True,,
23013,5,12644,680537,M3,Mitotic,True,,
23014,24,12644,680556,M0,Non-mitotic,True,,
23015,1,8836,680620,M6/M7,Mitotic,True,,
23016,2,8836,680621,M3,Mitotic,True,,
23017,5,8836,680624,M0,Non-mitotic,True,,
23018,7,8836,680626,M0,Non-mitotic,True,,
23019,10,8836,680629,M0,Non-mitotic,True,,
23020,8,12645,680655,M0,Non-mitotic,True,,
23021,9,12645,680656,M0,Non-mitotic,True,,
23022,10,12645,680657,M0,Non-mitotic,True,,
23023,29,12645,680676,M0,Non-mitotic,True,,
23024,30,12645,680677,M0,Non-mitotic,True,,
23025,31,12645,680678,M0,Non-mitotic,True,,
23026,5,8837,680741,M0,Non-mitotic,True,,
23027,13,8837,680749,M0,Non-mitotic,True,,
23028,12,12646,680773,M0,Non-mitotic,True,,
23029,13,12646,680774,M0,Non-mitotic,True,,
23030,15,12646,680776,M0,Non-mitotic,True,,
23031,16,12646,680777,M0,Non-mitotic,True,,
23032,18,12646,680779,M0,Non-mitotic,True,,
23033,24,12646,680785,M0,Non-mitotic,True,,
23034,26,12646,680787,M0,Non-mitotic,True,,
23035,27,12646,680788,M0,Non-mitotic,True,,
23036,1,12647,680862,M0,Non-mitotic,True,,
23037,5,12647,680866,M0,Non-mitotic,True,,
23038,20,12647,680881,M0,Non-mitotic,True,,
23039,9,8839,680965,M0,Non-mitotic,True,,
23040,11,8839,680967,M0,Non-mitotic,True,,
23041,15,8839,680971,M0,Non-mitotic,True,,
23042,24,8839,680980,M0,Non-mitotic,True,,
23043,26,8839,680982,M0,Non-mitotic,True,,
23044,15,12648,681006,M0,Non-mitotic,True,,
23045,18,12648,681009,M0,Non-mitotic,True,,
23046,22,12648,681013,M0,Non-mitotic,True,,
23047,30,12648,681021,M0,Non-mitotic,True,,
23048,12,12649,681102,M0,Non-mitotic,True,,
23049,13,12649,681103,M0,Non-mitotic,True,,
23050,22,12649,681112,M0,Non-mitotic,True,,
23051,27,12649,681117,M0,Non-mitotic,True,,
23052,3,8841,681162,M0,Non-mitotic,True,,
23053,9,8841,681168,M0,Non-mitotic,True,,
23054,17,8841,681176,M0,Non-mitotic,True,,
23055,29,8841,681188,M0,Non-mitotic,True,,
23056,42,8841,681201,M6/M7,Mitotic,False,,
23057,1,12650,681205,M4/M5,Mitotic,True,,
23058,5,12650,681209,M0,Non-mitotic,True,,
23059,10,12650,681214,M0,Non-mitotic,True,,
23060,27,12650,681231,M0,Non-mitotic,True,,
23061,30,12650,681234,M0,Non-mitotic,True,,
23062,6,12651,681307,M0,Non-mitotic,True,,
23063,10,12651,681311,M0,Non-mitotic,True,,
23064,18,12651,681319,M0,Non-mitotic,True,,
23065,32,12651,681333,M0,Non-mitotic,True,,
23066,2,12653,681569,M0,Non-mitotic,True,,
23067,3,12653,681570,M0,Non-mitotic,True,,
23068,8,12653,681575,M0,Non-mitotic,True,,
23069,11,12653,681578,M0,Non-mitotic,True,,
23070,21,12653,681588,M0,Non-mitotic,True,,
23071,23,12653,681590,M0,Non-mitotic,True,,
23072,24,12653,681591,M0,Non-mitotic,True,,
23073,25,12653,681592,M0,Non-mitotic,True,,
23074,27,12653,681594,M0,Non-mitotic,True,,
23075,28,12653,681595,M0,Non-mitotic,True,,
23076,34,12653,681601,M0,Non-mitotic,True,,
23077,5,8845,681613,M0,Non-mitotic,True,,
23078,9,8845,681617,M0,Non-mitotic,True,,
23079,31,8845,681639,M0,Non-mitotic,True,,
23080,40,8845,681648,M0,Non-mitotic,True,,
23081,21,12654,681706,M0,Non-mitotic,True,,
23082,29,12654,681714,M0,Non-mitotic,True,,
23083,9,12655,681815,M0,Non-mitotic,True,,
23084,16,8847,681862,M0,Non-mitotic,True,,
23085,46,8847,681892,M0,Non-mitotic,True,,
23086,48,8847,681894,M0,Non-mitotic,True,,
23087,1,12656,681947,M4/M5,Mitotic,True,,
23088,19,12656,681965,M0,Non-mitotic,True,,
23089,32,12656,681978,M0,Non-mitotic,True,,
23090,1,8849,681981,M4/M5,Mitotic,True,,
23091,10,8849,681990,M0,Non-mitotic,True,,
23092,11,8849,681991,M0,Non-mitotic,True,,
23093,24,8849,682004,M0,Non-mitotic,True,,
23094,32,8849,682012,M0,Non-mitotic,True,,
23095,14,12657,682084,M0,Non-mitotic,True,,
23096,20,12657,682090,M0,Non-mitotic,True,,
23097,21,12657,682091,M0,Non-mitotic,True,,
23098,26,12657,682096,M0,Non-mitotic,True,,
23099,28,12657,682098,M0,Non-mitotic,True,,
23100,9,8851,682122,M0,Non-mitotic,True,,
23101,17,8851,682130,M0,Non-mitotic,True,,
23102,4,12658,682184,M0,Non-mitotic,True,,
23103,5,12658,682185,M0,Non-mitotic,True,,
23104,18,12658,682198,M0,Non-mitotic,True,,
23105,31,12658,682211,M0,Non-mitotic,True,,
23106,5,8852,682218,M0,Non-mitotic,True,,
23107,26,8852,682239,M0,Non-mitotic,True,,
23108,33,8852,682246,M0,Non-mitotic,True,,
23109,34,8852,682247,M0,Non-mitotic,True,,
23110,37,8852,682250,M0,Non-mitotic,True,,
23111,42,8852,682255,M0,Non-mitotic,True,,
23112,26,8854,682372,M0,Non-mitotic,True,,
23113,4,8855,682479,M0,Non-mitotic,True,,
23114,15,8855,682490,M0,Non-mitotic,True,,
23115,20,8855,682495,M0,Non-mitotic,True,,
23116,27,8855,682502,M0,Non-mitotic,True,,
23117,29,8855,682504,M0,Non-mitotic,True,,
23118,23,12661,682577,M0,Non-mitotic,True,,
23119,7,8857,682599,M0,Non-mitotic,True,,
23120,6,8859,682705,M0,Non-mitotic,True,,
23121,9,8859,682708,M0,Non-mitotic,True,,
23122,15,8859,682714,M0,Non-mitotic,True,,
23123,5,12663,682797,M4/M5,Mitotic,True,,
23124,6,12663,682798,M0,Non-mitotic,True,,
23125,17,12663,682809,M0,Non-mitotic,True,,
23126,19,12663,682811,M0,Non-mitotic,True,,
23127,4,8860,682834,M0,Non-mitotic,True,,
23128,12,8860,682842,M0,Non-mitotic,True,,
23129,44,12664,682936,M0,Non-mitotic,True,,
23130,8,8862,682947,M0,Non-mitotic,True,,
23131,10,8862,682949,M0,Non-mitotic,True,,
23132,17,8862,682956,M0,Non-mitotic,True,,
23133,17,12665,683050,M0,Non-mitotic,True,,
23134,20,12665,683053,M0,Non-mitotic,True,,
23135,4,8863,683076,M0,Non-mitotic,True,,
23136,24,8863,683096,M0,Non-mitotic,True,,
23137,4,12666,683146,M0,Non-mitotic,True,,
23138,15,12666,683157,M0,Non-mitotic,True,,
23139,19,8864,683199,M0,Non-mitotic,True,,
23140,20,8864,683200,M0,Non-mitotic,True,,
23141,24,8864,683204,M0,Non-mitotic,True,,
23142,4,12667,683258,M0,Non-mitotic,True,,
23143,5,12667,683259,M0,Non-mitotic,True,,
23144,8,12667,683262,M0,Non-mitotic,True,,
23145,22,12667,683276,M0,Non-mitotic,True,,
23146,25,12667,683279,M0,Non-mitotic,True,,
23147,34,12667,683288,M0,Non-mitotic,True,,
23148,39,12667,683293,M0,Non-mitotic,True,,
23149,5,8865,683309,M0,Non-mitotic,True,,
23150,11,8865,683315,M0,Non-mitotic,True,,
23151,18,8865,683322,M0,Non-mitotic,True,,
23152,4,12668,683390,M0,Non-mitotic,True,,
23153,5,12668,683391,M0,Non-mitotic,True,,
23154,13,12668,683399,M0,Non-mitotic,True,,
23155,14,12668,683400,M0,Non-mitotic,True,,
23156,25,12668,683411,M0,Non-mitotic,True,,
23157,26,12668,683412,M0,Non-mitotic,True,,
23158,29,12668,683415,M0,Non-mitotic,True,,
23159,41,12668,683427,M0,Non-mitotic,True,,
23160,15,12669,683512,M0,Non-mitotic,True,,
23161,23,12669,683520,M0,Non-mitotic,True,,
23162,25,12669,683522,M4/M5,Mitotic,True,,
23163,26,12669,683523,M0,Non-mitotic,True,,
23164,35,12669,683532,M0,Non-mitotic,True,,
23165,4,12670,683618,M0,Non-mitotic,True,,
23166,7,12670,683621,M0,Non-mitotic,True,,
23167,9,12670,683623,M0,Non-mitotic,True,,
23168,12,12670,683626,M0,Non-mitotic,True,,
23169,18,12670,683632,M4/M5,Mitotic,True,,
23170,22,12670,683636,M0,Non-mitotic,True,,
23171,24,12670,683638,M0,Non-mitotic,True,,
23172,25,8868,683683,M0,Non-mitotic,True,,
23173,36,8868,683694,M0,Non-mitotic,True,,
23174,2,12671,683727,M0,Non-mitotic,True,,
23175,4,12671,683729,M0,Non-mitotic,True,,
23176,12,12671,683737,M0,Non-mitotic,True,,
23177,17,12671,683742,M0,Non-mitotic,True,,
23178,18,12671,683743,M0,Non-mitotic,True,,
23179,24,12671,683749,M0,Non-mitotic,True,,
23180,25,12671,683750,M0,Non-mitotic,True,,
23181,31,12671,683756,M0,Non-mitotic,True,,
23182,36,12671,683761,M0,Non-mitotic,True,,
23183,15,8870,683915,M0,Non-mitotic,True,,
23184,26,8870,683926,M0,Non-mitotic,True,,
23185,31,8870,683931,M0,Non-mitotic,True,,
23186,34,8870,683934,M0,Non-mitotic,True,,
23187,13,12674,683990,M0,Non-mitotic,True,,
23188,17,12674,683994,M0,Non-mitotic,True,,
23189,22,12674,683999,M0,Non-mitotic,True,,
23190,24,12674,684001,M0,Non-mitotic,True,,
23191,31,12674,684008,M0,Non-mitotic,True,,
23192,5,8871,684016,M0,Non-mitotic,True,,
23193,15,8871,684026,M0,Non-mitotic,True,,
23194,16,8871,684027,M0,Non-mitotic,True,,
23195,5,8872,684154,M0,Non-mitotic,True,,
23196,24,8872,684173,M0,Non-mitotic,True,,
23197,4,12676,684224,M0,Non-mitotic,True,,
23198,10,12676,684230,M0,Non-mitotic,True,,
23199,14,12676,684234,M0,Non-mitotic,True,,
23200,16,12676,684236,M0,Non-mitotic,True,,
23201,22,12676,684242,M0,Non-mitotic,True,,
23202,26,12676,684246,M0,Non-mitotic,True,,
23203,27,12676,684247,M0,Non-mitotic,True,,
23204,1,8873,684249,M6/M7,Mitotic,False,,
23205,4,12677,684328,M0,Non-mitotic,True,,
23206,10,12677,684334,M0,Non-mitotic,True,,
23207,19,12677,684343,M0,Non-mitotic,True,,
23208,20,12677,684344,M0,Non-mitotic,True,,
23209,25,12677,684349,M0,Non-mitotic,True,,
23210,10,8874,684368,M0,Non-mitotic,True,,
23211,12,8874,684370,M0,Non-mitotic,True,,
23212,13,8874,684371,M0,Non-mitotic,True,,
23213,15,8874,684373,M0,Non-mitotic,True,,
23214,21,8874,684379,M0,Non-mitotic,True,,
23215,10,12678,684442,M0,Non-mitotic,True,,
23216,11,12678,684443,M0,Non-mitotic,True,,
23217,15,12678,684447,M0,Non-mitotic,True,,
23218,17,12678,684449,M0,Non-mitotic,True,,
23219,8,12680,684544,M0,Non-mitotic,True,,
23220,19,12680,684555,M0,Non-mitotic,True,,
23221,31,12680,684567,M0,Non-mitotic,True,,
23222,12,8876,684580,M0,Non-mitotic,True,,
23223,41,8876,684609,M0,Non-mitotic,True,,
23224,2,12681,684657,M0,Non-mitotic,True,,
23225,4,12681,684659,M0,Non-mitotic,True,,
23226,20,12681,684675,M0,Non-mitotic,True,,
23227,25,12681,684680,M0,Non-mitotic,True,,
23228,26,12681,684681,M0,Non-mitotic,True,,
23229,34,12681,684689,M0,Non-mitotic,True,,
23230,35,12681,684690,M0,Non-mitotic,True,,
23231,37,12681,684692,M0,Non-mitotic,True,,
23232,43,12681,684698,M0,Non-mitotic,True,,
23233,19,8877,684721,M0,Non-mitotic,True,,
23234,6,12682,684788,M0,Non-mitotic,True,,
23235,8,12682,684790,M0,Non-mitotic,True,,
23236,20,12682,684802,M0,Non-mitotic,True,,
23237,21,12682,684803,M0,Non-mitotic,True,,
23238,26,12682,684808,M0,Non-mitotic,True,,
23239,27,12682,684809,M0,Non-mitotic,True,,
23240,28,12682,684810,M0,Non-mitotic,True,,
23241,29,12682,684811,M0,Non-mitotic,True,,
23242,1,8880,684927,M0,Non-mitotic,True,,
23243,2,8880,684928,M0,Non-mitotic,True,,
23244,6,8880,684932,M0,Non-mitotic,True,,
23245,32,8880,684958,M0,Non-mitotic,True,,
23246,1,12684,685030,M0,Non-mitotic,True,,
23247,3,12684,685032,M0,Non-mitotic,True,,
23248,6,12684,685035,M0,Non-mitotic,True,,
23249,7,12684,685036,M0,Non-mitotic,True,,
23250,16,12684,685045,M0,Non-mitotic,True,,
23251,18,12684,685047,M0,Non-mitotic,True,,
23252,19,12684,685048,M0,Non-mitotic,True,,
23253,20,12684,685049,M0,Non-mitotic,True,,
23254,21,12684,685050,M0,Non-mitotic,True,,
23255,22,12684,685051,M0,Non-mitotic,True,,
23256,30,12684,685059,M0,Non-mitotic,True,,
23257,4,8881,685077,M0,Non-mitotic,True,,
23258,4,12685,685138,M6/M7,Mitotic,False,,
23259,39,12685,685173,M0,Non-mitotic,True,,
23260,1,8882,685181,M4/M5,Mitotic,True,,
23261,7,8882,685187,M0,Non-mitotic,True,,
23262,32,8882,685212,M0,Non-mitotic,True,,
23263,1,12687,685368,M4/M5,Mitotic,True,,
23264,3,12687,685370,M0,Non-mitotic,True,,
23265,7,12687,685374,M0,Non-mitotic,True,,
23266,10,12687,685377,M0,Non-mitotic,True,,
23267,11,12687,685378,M0,Non-mitotic,True,,
23268,13,12687,685380,M0,Non-mitotic,True,,
23269,15,12687,685382,M0,Non-mitotic,True,,
23270,16,12687,685383,M0,Non-mitotic,True,,
23271,23,12687,685390,M0,Non-mitotic,True,,
23272,30,12687,685397,M0,Non-mitotic,True,,
23273,31,12687,685398,M0,Non-mitotic,True,,
23274,32,12687,685399,M0,Non-mitotic,True,,
23275,14,8884,685416,M0,Non-mitotic,True,,
23276,19,8884,685421,M0,Non-mitotic,True,,
23277,30,12688,685471,M0,Non-mitotic,True,,
23278,31,12688,685472,M0,Non-mitotic,True,,
23279,17,8885,685494,M0,Non-mitotic,True,,
23280,6,12689,685567,M0,Non-mitotic,True,,
23281,9,12689,685570,M0,Non-mitotic,True,,
23282,10,12689,685571,M0,Non-mitotic,True,,
23283,11,12689,685572,M0,Non-mitotic,True,,
23284,12,12689,685573,M0,Non-mitotic,True,,
23285,14,12689,685575,M0,Non-mitotic,True,,
23286,21,12689,685582,M0,Non-mitotic,True,,
23287,23,12689,685584,M0,Non-mitotic,True,,
23288,27,12689,685588,M0,Non-mitotic,True,,
23289,35,12689,685596,M0,Non-mitotic,True,,
23290,7,8886,685614,M4/M5,Mitotic,True,,
23291,14,8886,685621,M4/M5,Mitotic,True,,
23292,21,8886,685628,M0,Non-mitotic,True,,
23293,4,12691,685691,M0,Non-mitotic,True,,
23294,5,12691,685692,M0,Non-mitotic,True,,
23295,6,12691,685693,M0,Non-mitotic,True,,
23296,7,12691,685694,M0,Non-mitotic,True,,
23297,9,12691,685696,M0,Non-mitotic,True,,
23298,10,12691,685697,M0,Non-mitotic,True,,
23299,21,12691,685708,M0,Non-mitotic,True,,
23300,29,12691,685716,M0,Non-mitotic,True,,
23301,6,8887,685730,M0,Non-mitotic,True,,
23302,7,8887,685731,M0,Non-mitotic,True,,
23303,2,12692,685788,M0,Non-mitotic,True,,
23304,3,12692,685789,M0,Non-mitotic,True,,
23305,4,12692,685790,M0,Non-mitotic,True,,
23306,19,12692,685805,M0,Non-mitotic,True,,
23307,21,12692,685807,M0,Non-mitotic,True,,
23308,22,12692,685808,M0,Non-mitotic,True,,
23309,1,12693,685871,M0,Non-mitotic,True,,
23310,5,12693,685875,M0,Non-mitotic,True,,
23311,7,12693,685877,M0,Non-mitotic,True,,
23312,9,12693,685879,M0,Non-mitotic,True,,
23313,22,12693,685892,M0,Non-mitotic,True,,
23314,25,12693,685895,M0,Non-mitotic,True,,
23315,33,12693,685903,M0,Non-mitotic,True,,
23316,10,8890,685918,M0,Non-mitotic,True,,
23317,12,8890,685920,M0,Non-mitotic,True,,
23318,19,8890,685927,M0,Non-mitotic,True,,
23319,20,8890,685928,M0,Non-mitotic,True,,
23320,22,8890,685930,M0,Non-mitotic,True,,
23321,1,12695,685984,M0,Non-mitotic,True,,
23322,2,12695,685985,M0,Non-mitotic,True,,
23323,3,12695,685986,M4/M5,Mitotic,True,,
23324,6,12695,685989,M0,Non-mitotic,True,,
23325,7,12695,685990,M0,Non-mitotic,True,,
23326,9,12695,685992,M0,Non-mitotic,True,,
23327,10,12695,685993,M0,Non-mitotic,True,,
23328,11,12695,685994,M0,Non-mitotic,True,,
23329,14,12695,685997,M0,Non-mitotic,True,,
23330,21,12695,686004,M0,Non-mitotic,True,,
23331,28,12695,686011,M0,Non-mitotic,True,,
23332,35,12695,686018,M0,Non-mitotic,True,,
23333,3,12696,686091,M0,Non-mitotic,True,,
23334,6,12696,686094,M0,Non-mitotic,True,,
23335,15,12696,686103,M0,Non-mitotic,True,,
23336,18,12696,686106,M0,Non-mitotic,True,,
23337,20,12696,686108,M0,Non-mitotic,True,,
23338,26,12696,686114,M0,Non-mitotic,True,,
23339,27,12696,686115,M0,Non-mitotic,True,,
23340,36,8892,686158,M0,Non-mitotic,True,,
23341,1,12697,686196,M0,Non-mitotic,True,,
23342,2,12697,686197,M0,Non-mitotic,True,,
23343,12,12697,686207,M0,Non-mitotic,True,,
23344,14,12697,686209,M0,Non-mitotic,True,,
23345,17,12697,686212,M0,Non-mitotic,True,,
23346,26,12697,686221,M0,Non-mitotic,True,,
23347,27,12697,686222,M0,Non-mitotic,True,,
23348,31,12697,686226,M0,Non-mitotic,True,,
23349,33,12697,686228,M0,Non-mitotic,True,,
23350,38,12697,686233,M0,Non-mitotic,True,,
23351,8,8893,686242,M0,Non-mitotic,True,,
23352,16,8893,686250,M0,Non-mitotic,True,,
23353,29,8893,686263,M0,Non-mitotic,True,,
23354,34,8893,686268,M0,Non-mitotic,True,,
23355,3,12699,686308,M0,Non-mitotic,True,,
23356,5,12699,686310,M0,Non-mitotic,True,,
23357,12,12699,686317,M0,Non-mitotic,True,,
23358,14,12699,686319,M0,Non-mitotic,True,,
23359,17,12699,686322,M0,Non-mitotic,True,,
23360,20,12699,686325,M0,Non-mitotic,True,,
23361,28,12699,686333,M0,Non-mitotic,True,,
23362,33,12699,686338,M6/M7,Mitotic,False,,
23363,4,8894,686344,M0,Non-mitotic,True,,
23364,6,8894,686346,M0,Non-mitotic,True,,
23365,7,8894,686347,M0,Non-mitotic,True,,
23366,20,8894,686360,M0,Non-mitotic,True,,
23367,21,8894,686361,M0,Non-mitotic,True,,
23368,36,8894,686376,M0,Non-mitotic,True,,
23369,16,12700,686429,M0,Non-mitotic,True,,
23370,4,12701,686516,M0,Non-mitotic,True,,
23371,16,12701,686528,M0,Non-mitotic,True,,
23372,19,12701,686531,M0,Non-mitotic,True,,
23373,16,8896,686562,M0,Non-mitotic,True,,
23374,19,8896,686565,M0,Non-mitotic,True,,
23375,2,12702,686611,M0,Non-mitotic,True,,
23376,4,12702,686613,M0,Non-mitotic,True,,
23377,7,12702,686616,M0,Non-mitotic,True,,
23378,15,12702,686624,M0,Non-mitotic,True,,
23379,17,12702,686626,M0,Non-mitotic,True,,
23380,18,12702,686627,M0,Non-mitotic,True,,
23381,19,12702,686628,M0,Non-mitotic,True,,
23382,20,12702,686629,M0,Non-mitotic,True,,
23383,3,12703,686718,M4/M5,Mitotic,True,,
23384,10,12703,686725,M0,Non-mitotic,True,,
23385,11,12703,686726,M0,Non-mitotic,True,,
23386,13,12703,686728,M0,Non-mitotic,True,,
23387,16,12703,686731,M0,Non-mitotic,True,,
23388,17,12703,686732,M0,Non-mitotic,True,,
23389,18,12703,686733,M0,Non-mitotic,True,,
23390,3,8898,686749,M0,Non-mitotic,True,,
23391,10,8898,686756,M0,Non-mitotic,True,,
23392,21,8898,686767,M0,Non-mitotic,True,,
23393,22,8898,686768,M0,Non-mitotic,True,,
23394,6,12704,686829,M0,Non-mitotic,True,,
23395,8,12704,686831,M0,Non-mitotic,True,,
23396,9,12704,686832,M0,Non-mitotic,True,,
23397,10,12704,686833,M0,Non-mitotic,True,,
23398,11,12704,686834,M0,Non-mitotic,True,,
23399,15,12704,686838,M0,Non-mitotic,True,,
23400,25,12704,686848,M0,Non-mitotic,True,,
23401,26,12704,686849,M0,Non-mitotic,True,,
23402,27,12704,686850,M0,Non-mitotic,True,,
23403,32,12704,686855,M0,Non-mitotic,True,,
23404,35,12704,686858,M0,Non-mitotic,True,,
23405,9,12706,686934,M0,Non-mitotic,True,,
23406,10,12706,686935,M0,Non-mitotic,True,,
23407,11,12706,686936,M0,Non-mitotic,True,,
23408,7,8900,686962,M0,Non-mitotic,True,,
23409,15,8900,686970,M0,Non-mitotic,True,,
23410,16,8900,686971,M0,Non-mitotic,True,,
23411,17,8900,686972,M0,Non-mitotic,True,,
23412,20,8900,686975,M4/M5,Mitotic,True,,
23413,15,12707,687058,M0,Non-mitotic,True,,
23414,30,12707,687073,M0,Non-mitotic,True,,
23415,2,8901,687079,M6/M7,Mitotic,True,,
23416,3,12708,687148,M0,Non-mitotic,True,,
23417,8,12708,687153,M0,Non-mitotic,True,,
23418,18,12708,687163,M0,Non-mitotic,True,,
23419,18,8902,687189,M0,Non-mitotic,True,,
23420,8,12709,687256,M0,Non-mitotic,True,,
23421,9,12709,687257,M0,Non-mitotic,True,,
23422,10,12709,687258,M0,Non-mitotic,True,,
23423,12,12709,687260,M0,Non-mitotic,True,,
23424,13,12709,687261,M0,Non-mitotic,True,,
23425,21,12709,687269,M0,Non-mitotic,True,,
23426,1,12710,687357,M6/M7,Mitotic,False,,
23427,10,12710,687366,M0,Non-mitotic,True,,
23428,11,12710,687367,M0,Non-mitotic,True,,
23429,22,12710,687378,M0,Non-mitotic,True,,
23430,24,12710,687380,M6/M7,Mitotic,False,,
23431,4,12711,687447,M0,Non-mitotic,True,,
23432,5,12711,687448,M0,Non-mitotic,True,,
23433,6,12711,687449,M0,Non-mitotic,True,,
23434,9,12711,687452,M0,Non-mitotic,True,,
23435,16,12711,687459,M0,Non-mitotic,True,,
23436,17,12711,687460,M0,Non-mitotic,True,,
23437,18,12711,687461,M0,Non-mitotic,True,,
23438,22,12711,687465,M0,Non-mitotic,True,,
23439,23,12711,687466,M0,Non-mitotic,True,,
23440,24,12711,687467,M0,Non-mitotic,True,,
23441,2,8906,687487,M0,Non-mitotic,True,,
23442,18,8906,687503,M0,Non-mitotic,True,,
23443,29,8906,687514,M0,Non-mitotic,True,,
23444,33,8906,687518,M0,Non-mitotic,True,,
23445,2,12712,687571,M0,Non-mitotic,True,,
23446,4,12712,687573,M0,Non-mitotic,True,,
23447,25,8907,687623,M0,Non-mitotic,True,,
23448,1,12713,687668,M0,Non-mitotic,True,,
23449,8,12713,687675,M6/M7,Mitotic,False,,
23450,10,12713,687677,M0,Non-mitotic,True,,
23451,13,12713,687680,M0,Non-mitotic,True,,
23452,16,12713,687683,M0,Non-mitotic,True,,
23453,28,12713,687695,M0,Non-mitotic,True,,
23454,30,12713,687697,M0,Non-mitotic,True,,
23455,31,12713,687698,M0,Non-mitotic,True,,
23456,32,12713,687699,M0,Non-mitotic,True,,
23457,14,8908,687721,M0,Non-mitotic,True,,
23458,15,8908,687722,M0,Non-mitotic,True,,
23459,15,8909,687842,M0,Non-mitotic,True,,
23460,1,12715,687899,M6/M7,Mitotic,False,,
23461,16,12715,687914,M0,Non-mitotic,True,,
23462,25,12715,687923,M0,Non-mitotic,True,,
23463,26,12715,687924,M0,Non-mitotic,True,,
23464,2,12716,688026,M0,Non-mitotic,True,,
23465,12,12716,688036,M0,Non-mitotic,True,,
23466,13,12716,688037,M0,Non-mitotic,True,,
23467,24,12716,688048,M0,Non-mitotic,True,,
23468,35,12716,688059,M0,Non-mitotic,True,,
23469,1,12728,688119,M0,Non-mitotic,True,,
23470,3,12728,688121,M0,Non-mitotic,True,,
23471,7,12728,688125,M0,Non-mitotic,True,,
23472,18,12728,688136,M0,Non-mitotic,True,,
23473,19,12728,688137,M0,Non-mitotic,True,,
23474,28,12728,688146,M0,Non-mitotic,True,,
23475,18,8912,688175,M0,Non-mitotic,True,,
23476,19,8912,688176,M0,Non-mitotic,True,,
23477,12,12730,688234,M6/M7,Mitotic,True,,
23478,14,8913,688270,M0,Non-mitotic,True,,
23479,16,8913,688272,M0,Non-mitotic,True,,
23480,4,12731,688316,M4/M5,Mitotic,True,,
23481,15,12731,688327,M0,Non-mitotic,True,,
23482,13,8914,688366,M0,Non-mitotic,True,,
23483,4,12732,688424,M0,Non-mitotic,True,,
23484,8,12732,688428,M0,Non-mitotic,True,,
23485,11,12732,688431,M0,Non-mitotic,True,,
23486,12,12732,688432,M0,Non-mitotic,True,,
23487,16,12732,688436,M0,Non-mitotic,True,,
23488,17,12732,688437,M6/M7,Mitotic,False,,
23489,7,12733,688540,M0,Non-mitotic,True,,
23490,18,8916,688586,M0,Non-mitotic,True,,
23491,9,12734,688637,M0,Non-mitotic,True,,
23492,19,12735,688761,M0,Non-mitotic,True,,
23493,22,12735,688764,M0,Non-mitotic,True,,
23494,8,8918,688782,M0,Non-mitotic,True,,
23495,22,8918,688796,M0,Non-mitotic,True,,
23496,6,12736,688846,M0,Non-mitotic,True,,
23497,15,12736,688855,M0,Non-mitotic,True,,
23498,6,8919,688867,M0,Non-mitotic,True,,
23499,13,8919,688874,M0,Non-mitotic,True,,
23500,16,12738,688951,M0,Non-mitotic,True,,
23501,19,12738,688954,M0,Non-mitotic,True,,
23502,2,12739,689024,M0,Non-mitotic,True,,
23503,9,12739,689031,M0,Non-mitotic,True,,
23504,12,12739,689034,M0,Non-mitotic,True,,
23505,19,12739,689041,M0,Non-mitotic,True,,
23506,25,12739,689047,M0,Non-mitotic,True,,
23507,7,8922,689166,M0,Non-mitotic,True,,
23508,3,12741,689239,M0,Non-mitotic,True,,
23509,12,12741,689248,M0,Non-mitotic,True,,
23510,34,12741,689270,M0,Non-mitotic,True,,
23511,4,12742,689334,M0,Non-mitotic,True,,
23512,15,12742,689345,M0,Non-mitotic,True,,
23513,4,8924,689384,M0,Non-mitotic,True,,
23514,11,8924,689391,M0,Non-mitotic,True,,
23515,19,8924,689399,M0,Non-mitotic,True,,
23516,4,12743,689438,M4/M5,Mitotic,True,,
23517,17,12743,689451,M0,Non-mitotic,True,,
23518,19,12743,689453,M4/M5,Mitotic,True,,
23519,21,12743,689455,M0,Non-mitotic,True,,
23520,28,12743,689462,M0,Non-mitotic,True,,
23521,18,8925,689495,M0,Non-mitotic,True,,
23522,24,8925,689501,M0,Non-mitotic,True,,
23523,26,8925,689503,M0,Non-mitotic,True,,
23524,7,12746,689784,M0,Non-mitotic,True,,
23525,11,12746,689788,M0,Non-mitotic,True,,
23526,12,12746,689789,M0,Non-mitotic,True,,
23527,22,12746,689799,M0,Non-mitotic,True,,
23528,21,12747,689909,M0,Non-mitotic,True,,
23529,25,12747,689913,M0,Non-mitotic,True,,
23530,7,8929,689936,M0,Non-mitotic,True,,
23531,9,8929,689938,M0,Non-mitotic,True,,
23532,20,8929,689949,M0,Non-mitotic,True,,
23533,10,12748,690020,M0,Non-mitotic,True,,
